Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\MembershipPropertyTests.cs,39,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,var loggerFactory = LoggerFactory.Create(builder => builder.AddConsole());
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\ConfigurationPropertyTests.cs,40,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,services.AddLogging(builder => builder.AddConsole().SetMinimumLevel(Microsoft.Extensions.Logging.LogLevel.Warning));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\ConfigurationPropertyTests.cs,40,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,services.AddLogging(builder => builder.AddConsole().SetMinimumLevel(Microsoft.Extensions.Logging.LogLevel.Warning));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\DiscountPropertyTests.cs,31,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,services.AddLogging(builder => builder.AddConsole().SetMinimumLevel(Microsoft.Extensions.Logging.LogLevel.Warning));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\DiscountPropertyTests.cs,31,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,services.AddLogging(builder => builder.AddConsole().SetMinimumLevel(Microsoft.Extensions.Logging.LogLevel.Warning));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\SyncEnginePropertyTests.cs,59,8,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,"services.AddSingleton(new SyncConfiguration          {              DeviceId = Guid.NewGuid(),              ServerBaseUrl = ""https://test.example.com"",              SyncInterval = TimeSpan.FromSeconds(1), // Fast for testing              MaxRetryAttempts = 2, // Fewer retries for testing              InitialRetryDelay = TimeSpan.FromMilliseconds(10),              RetryBackoffMultiplier = 2.0          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\SyncEnginePropertyTests.cs,59,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"services.AddSingleton(new SyncConfiguration          {              DeviceId = Guid.NewGuid(),              ServerBaseUrl = ""https://test.example.com"",              SyncInterval = TimeSpan.FromSeconds(1), // Fast for testing              MaxRetryAttempts = 2, // Fewer retries for testing              InitialRetryDelay = TimeSpan.FromMilliseconds(10),              RetryBackoffMultiplier = 2.0          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\SyncEnginePropertyTests.cs,59,8,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,"services.AddSingleton(new SyncConfiguration          {              DeviceId = Guid.NewGuid(),              ServerBaseUrl = ""https://test.example.com"",              SyncInterval = TimeSpan.FromSeconds(1), // Fast for testing              MaxRetryAttempts = 2, // Fewer retries for testing              InitialRetryDelay = TimeSpan.FromMilliseconds(10),              RetryBackoffMultiplier = 2.0          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\PropertyTests\SyncEnginePropertyTests.cs,59,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"services.AddSingleton(new SyncConfiguration          {              DeviceId = Guid.NewGuid(),              ServerBaseUrl = ""https://test.example.com"",              SyncInterval = TimeSpan.FromSeconds(1), // Fast for testing              MaxRetryAttempts = 2, // Fewer retries for testing              InitialRetryDelay = TimeSpan.FromMilliseconds(10),              RetryBackoffMultiplier = 2.0          });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\SecurityTests.cs,29,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,services.AddLogging(builder => builder.AddConsole());
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Tests\SecurityTests.cs,29,8,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,services.AddLogging(builder => builder.AddConsole());
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\ConnectivityService.cs,73,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"_monitoringTimer.Change(TimeSpan.Zero, TimeSpan.FromSeconds(10));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\ConnectivityService.cs,46,12,T:System.Uri,,,,,var uri = new Uri(serverUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\ConnectivityService.cs,46,12,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(serverUrl);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\ConnectivityService.cs,41,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,timeout = TimeSpan.FromSeconds(5);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\SessionCleanupService.cs,41,16,M:System.TimeSpan.FromMinutes(System.Double),,,,,"await Task.Delay(TimeSpan.FromMinutes(1), stoppingToken);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\ErrorRecoveryService.cs,455,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,statistics.AverageRecoveryTime = TimeSpan.FromSeconds(30);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\SystemHealthMonitoringService.cs,404,12,P:System.Environment.OSVersion,,,,,"config[""OSVersion""] = Environment.OSVersion.ToString();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\SystemHealthMonitoringService.cs,374,12,P:System.Environment.OSVersion,,,,,return Environment.OSVersion.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\EncryptionService.cs,73,8,T:System.Security.Cryptography.Rfc2898DeriveBytes,,,,,"using var pbkdf2 = new Rfc2898DeriveBytes(password, Convert.FromBase64String(salt), 10000, HashAlgorithmName.SHA256);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\SyncEngine.cs,556,20,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,delay = TimeSpan.FromMilliseconds(delay.TotalMilliseconds * _configuration.RetryBackoffMultiplier);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\SyncEngine.cs,536,20,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,delay = TimeSpan.FromMilliseconds(delay.TotalMilliseconds * _configuration.RetryBackoffMultiplier);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\CrossPlatformConfigurationService.cs,89,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"_syncConfiguration = new SyncConfiguration              {                  DeviceId = deviceConfig.DeviceId,                  ServerBaseUrl = GetDefaultServerUrl(),                  SyncInterval = TimeSpan.FromMinutes(5),                  MaxRetryAttempts = 3,                  InitialRetryDelay = TimeSpan.FromSeconds(1),                  RetryBackoffMultiplier = 2.0              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Shared.Core\Shared.Core.csproj,File,src\Shared.Core\Services\CrossPlatformConfigurationService.cs,89,12,M:System.TimeSpan.FromMinutes(System.Double),,,,,"_syncConfiguration = new SyncConfiguration              {                  DeviceId = deviceConfig.DeviceId,                  ServerBaseUrl = GetDefaultServerUrl(),                  SyncInterval = TimeSpan.FromMinutes(5),                  MaxRetryAttempts = 3,                  InitialRetryDelay = TimeSpan.FromSeconds(1),                  RetryBackoffMultiplier = 2.0              };"
